train_id,line,departure_station,arrival_station,scheduled_departure,scheduled_arrival,travel_time_min,stops,frequency,status,platform,direction,coach_count,ac_type
DMT-G005,Green Line,Ashok Park Main,Mundka,08:45,09:09,24,12,Every 5 min,On Time,2,Down,8,Full AC
DMT-Y014,Yellow Line,Kashmere Gate,Jor Bagh,11:55,12:22,27,9,Every 5 min,Delayed,4,Up,4,Full AC
DMT-R011,Red Line,Rithala,Tis Hazari,20:55,21:19,24,12,Every 15 min,On Time,1,Down,8,Full AC
DMT-V022,Violet Line,ITO,Escorts Mujesar,14:50,16:11,81,27,Every 5 min,On Time,2,Up,4,Full AC
DMT-B010,Blue Line,Dwarka Sector 21,Barakhamba Road,13:10,13:46,36,12,Every 5 min,On Time,4,Down,6,Full AC
DMT-G025,Green Line,Punjabi Bagh,Shivaji Park,17:45,17:47,2,1,Every 7 min,On Time,3,Down,4,Full AC
DMT-B002,Blue Line,Dwarka Sector 8,Ramesh Nagar,11:45,11:59,14,7,Every 5 min,On Time,1,Down,8,Full AC
DMT-V017,Violet Line,JLN Stadium,Sarita Vihar,08:50,09:10,20,10,Every 7 min,On Time,3,Up,6,Full AC
DMT-G003,Green Line,Ashok Park Main,Rajdhani Park,09:55,10:17,22,11,Every 7 min,On Time,2,Up,6,Full AC
DMT-R015,Red Line,Rohini West,Rohini East,11:20,11:22,2,1,Every 5 min,On Time,2,Down,6,Non-AC
DMT-G013,Green Line,Paschim Vihar East,Mundka,05:50,06:06,16,8,Every 15 min,On Time,1,Down,8,Full AC
DMT-Y014,Yellow Line,New Delhi,Race Course,14:00,14:15,15,5,Every 5 min,On Time,2,Up,6,Full AC
DMT-V004,Violet Line,Nehru Place,Neelam Chowk Ajronda,05:30,06:15,45,15,Every 5 min,On Time,3,Up,6,Full AC
DMT-R022,Red Line,Shastri Nagar,Dilshad Garden,08:05,08:23,18,9,Every 10 min,On Time,1,Down,6,Full AC
DMT-G009,Green Line,Paschim Vihar East,Brigadier Hoshiar Singh,15:25,15:52,27,9,Every 5 min,Cancelled,4,Down,4,Full AC
DMT-Y015,Yellow Line,GTB Nagar,Saket,21:20,21:58,38,19,Every 5 min,On Time,3,Down,6,Non-AC
DMT-G009,Green Line,Shivaji Park,Paschim Vihar West,05:50,05:59,9,3,Every 5 min,On Time,3,Up,8,Full AC
DMT-V018,Violet Line,Nehru Place,Sarai,12:15,12:33,18,9,Every 5 min,Delayed,2,Up,8,Full AC
DMT-G003,Green Line,Satguru Ram Singh Marg,Maharaja Surajmal Stadium,12:40,12:58,18,9,Every 5 min,On Time,3,Up,8,Non-AC
DMT-B015,Blue Line,Rajouri Garden,Noida Sector 15,11:45,12:21,36,12,Every 7 min,On Time,4,Down,6,Non-AC
DMT-R015,Red Line,Netaji Subhash Place,Shastri Park,15:35,15:53,18,9,Every 5 min,On Time,1,Up,6,Full AC
DMT-Y017,Yellow Line,Chawri Bazar,Race Course,17:55,18:07,12,6,Every 15 min,On Time,2,Down,6,Full AC
DMT-G020,Green Line,Madipur,Maharaja Surajmal Stadium,11:50,12:05,15,5,Every 15 min,On Time,1,Down,4,Full AC
DMT-R011,Red Line,Rohini West,Netaji Subhash Place,14:05,14:17,12,4,Every 3 min,On Time,3,Down,8,Full AC
DMT-R011,Red Line,Pitampura,Keshav Puram,23:50,23:59,9,3,Every 5 min,Running,4,Up,8,Full AC
DMT-B024,Blue Line,Mandi House,Yamuna Bank,20:55,21:04,9,3,Every 7 min,Running,4,Up,8,Full AC
DMT-V002,Violet Line,Central Secretariat,Jangpura,11:10,11:19,9,3,Every 5 min,On Time,2,Up,6,Full AC
DMT-B011,Blue Line,Mandi House,Indraprastha,17:20,17:24,4,2,Every 5 min,On Time,3,Down,6,Full AC
DMT-R012,Red Line,Rohini East,Inderlok,10:25,10:43,18,6,Every 7 min,Cancelled,2,Up,6,Full AC
DMT-Y002,Yellow Line,Central Secretariat,IFFCO Chowk,10:00,10:36,36,18,Every 7 min,On Time,1,Down,6,Full AC
DMT-Y006,Yellow Line,Vidhan Sabha,Ghitorni,14:40,15:22,42,21,Every 3 min,On Time,3,Up,4,Full AC
DMT-Y001,Yellow Line,GTB Nagar,Kashmere Gate,07:40,07:52,12,4,Every 10 min,On Time,3,Down,4,Non-AC
DMT-B012,Blue Line,Dwarka Sector 8,Noida Sector 15,20:20,20:52,32,16,Every 10 min,Running,1,Down,4,Full AC
DMT-Y024,Yellow Line,INA,Green Park,13:35,13:39,4,2,Every 7 min,On Time,2,Down,4,Full AC
DMT-V004,Violet Line,Mohan Estate,Sarai,15:55,16:01,6,3,Every 5 min,On Time,2,Down,8,Full AC
DMT-B011,Blue Line,Uttam Nagar East,Pragati Maidan,15:50,16:23,33,11,Every 7 min,On Time,3,Up,8,Full AC
DMT-Y001,Yellow Line,AIIMS,Guru Dronacharya,19:35,19:55,20,10,Every 15 min,On Time,2,Up,6,Full AC
DMT-V017,Violet Line,Kashmere Gate,Lajpat Nagar,06:00,06:22,22,11,Every 10 min,Running,2,Down,4,Full AC
DMT-V023,Violet Line,Mohan Estate,Sector 28,07:40,07:52,12,6,Every 7 min,On Time,2,Up,4,Full AC
DMT-B022,Blue Line,Dwarka Sector 21,Barakhamba Road,11:30,12:06,36,12,Every 5 min,Delayed,4,Up,6,Full AC
DMT-Y012,Yellow Line,Udyog Bhawan,Ghitorni,23:50,23:55,36,12,Every 7 min,On Time,2,Down,8,Non-AC
DMT-R024,Red Line,Kohat Enclave,Pratap Nagar,11:50,12:02,12,6,Every 10 min,On Time,2,Up,4,Full AC
DMT-Y003,Yellow Line,Central Secretariat,Sikanderpur,20:55,21:27,32,16,Every 7 min,Delayed,2,Up,8,Full AC
DMT-Y012,Yellow Line,Civil Lines,MG Road,19:35,20:23,48,24,Every 3 min,On Time,1,Down,8,Full AC
DMT-B016,Blue Line,Dwarka Sector 8,Karol Bagh,17:50,18:17,27,9,Every 7 min,Delayed,1,Down,8,Full AC
DMT-R015,Red Line,Pulbangash,Tis Hazari,08:30,08:32,2,1,Every 7 min,Cancelled,4,Down,6,Full AC
DMT-V022,Violet Line,Mewala Maharajpur,Bata Chowk,19:15,19:30,15,5,Every 5 min,On Time,4,Up,6,Non-AC
DMT-G016,Green Line,Punjabi Bagh,Mundka,08:45,09:18,33,11,Every 15 min,On Time,3,Down,8,Non-AC
DMT-V008,Violet Line,Old Faridabad,Bata Chowk,07:30,07:34,4,2,Every 10 min,Delayed,1,Up,4,Full AC
DMT-V015,Violet Line,Central Secretariat,JLN Stadium,12:55,13:01,6,2,Every 15 min,Delayed,1,Up,4,Full AC
DMT-Y006,Yellow Line,Malviya Nagar,Saket,21:35,21:37,2,1,Every 10 min,Delayed,1,Down,8,Full AC
DMT-B021,Blue Line,Janakpuri West,Rajendra Place,22:05,22:15,10,5,Every 10 min,On Time,4,Down,6,Full AC
DMT-Y014,Yellow Line,GTB Nagar,Race Course,19:35,20:11,36,12,Every 7 min,On Time,1,Down,4,Full AC
DMT-G021,Green Line,Udyog Nagar,Nangloi,09:20,09:24,4,2,Every 3 min,On Time,4,Up,6,Full AC
DMT-Y007,Yellow Line,Chandni Chowk,Udyog Bhawan,12:10,12:28,18,6,Every 3 min,On Time,2,Down,4,Non-AC
DMT-G014,Green Line,Paschim Vihar West,Rajdhani Park,08:35,08:53,18,6,Every 10 min,On Time,2,Down,8,Full AC
DMT-R008,Red Line,Keshav Puram,Seelampur,08:30,08:57,27,9,Every 7 min,Running,2,Up,4,Full AC
DMT-V013,Violet Line,Central Secretariat,Kalkaji Mandir,16:10,16:26,16,8,Every 3 min,On Time,3,Up,6,Full AC
DMT-V009,Violet Line,Sarita Vihar,Badkhal Mor,15:30,15:46,16,8,Every 5 min,Delayed,3,Down,8,Full AC
DMT-V003,Violet Line,Delhi Gate,Sarai,10:20,11:20,60,20,Every 5 min,Cancelled,4,Up,6,Full AC
DMT-V011,Violet Line,Mandi House,Bata Chowk,18:45,20:00,75,25,Every 5 min,Delayed,3,Up,6,Full AC
DMT-G019,Green Line,Peeragarhi,Maharaja Surajmal Stadium,09:40,09:46,6,2,Every 5 min,On Time,4,Down,8,Full AC
DMT-R010,Red Line,Pitampura,Pulbangash,12:05,12:21,16,8,Every 5 min,On Time,4,Down,6,Full AC
DMT-R022,Red Line,Pulbangash,Shahdara,06:55,07:07,12,6,Every 7 min,On Time,4,Down,4,Non-AC
DMT-G024,Green Line,Satguru Ram Singh Marg,Paschim Vihar East,16:25,16:35,10,5,Every 3 min,Running,3,Down,8,Full AC
DMT-G004,Green Line,Paschim Vihar East,Rajdhani Park,09:50,10:04,14,7,Every 3 min,On Time,3,Up,8,Full AC
DMT-G008,Green Line,Ashok Park Main,Nangloi Railway Station,22:35,23:05,30,10,Every 7 min,On Time,4,Down,4,Full AC
DMT-R019,Red Line,Inderlok,Welcome,06:05,06:29,24,8,Every 7 min,On Time,3,Down,6,Full AC
DMT-R018,Red Line,Seelampur,Dilshad Garden,17:25,17:34,9,3,Every 7 min,On Time,4,Down,6,Non-AC
DMT-G004,Green Line,Paschim Vihar East,Paschim Vihar West,18:30,18:32,2,1,Every 5 min,On Time,1,Up,8,Full AC
DMT-V016,Violet Line,Janpath,Jangpura,05:10,05:22,12,4,Every 15 min,Delayed,4,Up,4,Full AC
DMT-Y021,Yellow Line,Haiderpur Badli Mor,Qutab Minar,20:50,21:40,50,25,Every 5 min,On Time,2,Down,6,Full AC
DMT-Y007,Yellow Line,Vidhan Sabha,Rajiv Chowk,05:15,05:33,18,6,Every 5 min,On Time,1,Up,4,Full AC
DMT-R021,Red Line,Kohat Enclave,Inderlok,17:00,17:08,8,4,Every 7 min,Delayed,3,Up,4,Non-AC
DMT-V016,Violet Line,Tughlakabad,Neelam Chowk Ajronda,21:10,21:34,24,8,Every 7 min,Running,2,Down,6,Full AC
DMT-R021,Red Line,Kashmere Gate,Welcome,06:30,06:36,6,3,Every 5 min,On Time,1,Down,6,Non-AC
DMT-B005,Blue Line,Kirti Nagar,Moti Nagar,19:40,19:43,3,1,Every 7 min,On Time,1,Up,6,Full AC
DMT-R013,Red Line,Kashmere Gate,Welcome,18:50,18:56,6,3,Every 10 min,On Time,4,Up,8,Full AC
DMT-V021,Violet Line,Kalkaji Mandir,Sarai,15:40,15:56,16,8,Every 3 min,On Time,2,Down,8,Full AC
DMT-G012,Green Line,Ashok Park Main,Shivaji Park,23:25,23:31,6,2,Every 5 min,On Time,3,Down,8,Full AC
DMT-Y017,Yellow Line,Vidhan Sabha,HUDA City Centre,07:25,08:46,81,27,Every 5 min,On Time,2,Down,6,Non-AC
DMT-G021,Green Line,Kirti Nagar,Rajdhani Park,21:55,22:21,26,13,Every 7 min,Running,4,Up,6,Full AC
DMT-B006,Blue Line,Janakpuri West,Rajiv Chowk,16:05,16:19,14,7,Every 10 min,On Time,3,Down,8,Full AC
DMT-B019,Blue Line,Rajouri Garden,Indraprastha,13:25,13:55,30,10,Every 15 min,On Time,2,Up,8,Full AC
DMT-R003,Red Line,Shastri Nagar,Dilshad Garden,06:10,06:28,18,9,Every 7 min,On Time,4,Up,8,Full AC
DMT-B004,Blue Line,Ramesh Nagar,Karol Bagh,22:15,22:21,6,2,Every 5 min,On Time,3,Down,6,Full AC
DMT-V023,Violet Line,Jangpura,Harkesh Nagar Okhla,17:35,17:56,21,7,Every 7 min,On Time,2,Up,8,Full AC
DMT-V016,Violet Line,Kalkaji Mandir,Neelam Chowk Ajronda,16:20,17:02,42,14,Every 7 min,Running,4,Down,4,Full AC
DMT-G020,Green Line,Kirti Nagar,Mundka,11:10,11:38,28,14,Every 5 min,On Time,2,Up,4,Non-AC
DMT-Y009,Yellow Line,Udyog Bhawan,Race Course,23:55,23:57,2,1,Every 15 min,On Time,2,Up,6,Full AC
DMT-G020,Green Line,Rajdhani Park,Mundka,22:55,22:58,3,1,Every 15 min,On Time,3,Down,4,Full AC
DMT-Y011,Yellow Line,Model Town,New Delhi,10:15,10:39,24,8,Every 3 min,Running,3,Down,8,Full AC
DMT-B016,Blue Line,Dwarka Sector 21,Moti Nagar,22:30,22:51,21,7,Every 7 min,Running,3,Down,6,Full AC
DMT-Y005,Yellow Line,Qutab Minar,Ghitorni,12:00,12:06,6,3,Every 3 min,Running,3,Down,8,Full AC
DMT-B015,Blue Line,Moti Nagar,Indraprastha,22:00,22:16,16,8,Every 7 min,Running,1,Down,4,Full AC
DMT-R023,Red Line,Shastri Park,Seelampur,23:50,23:52,2,1,Every 7 min,On Time,1,Down,8,Full AC
DMT-G001,Green Line,Satguru Ram Singh Marg,Mundka,08:55,09:21,26,13,Every 15 min,Delayed,2,Down,8,Full AC
DMT-V009,Violet Line,Delhi Gate,Mewala Maharajpur,22:35,23:41,66,22,Every 7 min,Delayed,3,Down,4,Full AC
DMT-R011,Red Line,Shastri Nagar,Shahdara,11:10,11:34,24,8,Every 5 min,Running,1,Up,4,Full AC
DMT-G009,Green Line,Udyog Nagar,Rajdhani Park,06:55,07:07,12,4,Every 5 min,On Time,4,Down,4,Full AC
DMT-G015,Green Line,Paschim Vihar West,Udyog Nagar,19:00,19:06,6,2,Every 5 min,Delayed,4,Up,8,Full AC
DMT-B022,Blue Line,Moti Nagar,Noida City Centre,14:20,14:56,36,12,Every 10 min,On Time,3,Up,4,Full AC
DMT-B019,Blue Line,Janakpuri West,Indraprastha,18:40,19:02,22,11,Every 3 min,On Time,4,Up,8,Full AC
DMT-G005,Green Line,Peeragarhi,Maharaja Surajmal Stadium,09:05,09:11,6,2,Every 5 min,On Time,2,Up,8,Full AC
DMT-Y007,Yellow Line,Green Park,Guru Dronacharya,07:55,08:22,27,9,Every 5 min,Delayed,3,Up,4,Full AC
DMT-Y016,Yellow Line,Rohini Sector 18,Civil Lines,09:05,09:23,18,9,Every 5 min,On Time,4,Up,8,Full AC
DMT-Y008,Yellow Line,Azadpur,Race Course,05:40,06:08,28,14,Every 10 min,On Time,2,Down,6,Full AC
DMT-B005,Blue Line,Barakhamba Road,Indraprastha,18:05,18:14,9,3,Every 7 min,On Time,4,Down,6,Non-AC
DMT-G005,Green Line,Peeragarhi,Maharaja Surajmal Stadium,13:40,13:46,6,2,Every 7 min,On Time,4,Up,8,Full AC
DMT-G009,Green Line,Kirti Nagar,Paschim Vihar East,07:05,07:17,12,6,Every 7 min,Delayed,1,Down,6,Non-AC
DMT-R023,Red Line,Pitampura,Seelampur,07:45,08:09,24,12,Every 5 min,On Time,4,Up,6,Full AC
DMT-V012,Violet Line,Jama Masjid,Sector 28,08:25,09:13,48,24,Every 15 min,Running,2,Down,8,Full AC
DMT-Y009,Yellow Line,Civil Lines,Udyog Bhawan,17:50,18:14,24,8,Every 10 min,On Time,4,Up,8,Full AC
DMT-B015,Blue Line,Mandi House,Indraprastha,12:05,12:11,6,2,Every 15 min,On Time,4,Down,6,Full AC
DMT-B003,Blue Line,Kirti Nagar,Ramesh Nagar,11:30,11:34,4,2,Every 5 min,Running,4,Down,6,Full AC
DMT-G017,Green Line,Ashok Park Main,Mundka,14:05,14:41,36,12,Every 5 min,On Time,4,Down,6,Full AC
DMT-G014,Green Line,Satguru Ram Singh Marg,Maharaja Surajmal Stadium,22:10,22:37,27,9,Every 5 min,Delayed,2,Up,6,Full AC
DMT-Y007,Yellow Line,Kashmere Gate,Green Park,13:30,14:06,36,12,Every 3 min,Running,4,Down,8,Full AC
DMT-G021,Green Line,Paschim Vihar West,Udyog Nagar,09:15,09:19,4,2,Every 3 min,Running,4,Up,4,Full AC
DMT-B015,Blue Line,Dwarka Sector 8,Yamuna Bank,14:40,15:25,45,15,Every 3 min,On Time,4,Down,8,Non-AC
DMT-R013,Red Line,Kohat Enclave,Shahdara,09:15,09:54,39,13,Every 15 min,On Time,4,Up,4,Full AC
DMT-G012,Green Line,Ashok Park Main,Peeragarhi,18:20,18:32,12,6,Every 5 min,On Time,3,Down,6,Non-AC
DMT-V007,Violet Line,Harkesh Nagar Okhla,Mewala Maharajpur,16:55,17:11,16,8,Every 7 min,On Time,3,Down,4,Full AC
DMT-B002,Blue Line,Karol Bagh,Noida Sector 16,10:35,10:51,16,8,Every 10 min,On Time,2,Up,4,Full AC
DMT-R002,Red Line,Rohini West,Netaji Subhash Place,14:40,14:52,12,4,Every 10 min,On Time,3,Up,6,Full AC
DMT-V023,Violet Line,Govindpuri,Sector 28,14:45,15:05,20,10,Every 15 min,Delayed,4,Down,8,Full AC
DMT-Y005,Yellow Line,Azadpur,Race Course,08:20,09:02,42,14,Every 10 min,Running,3,Up,4,Full AC
DMT-G003,Green Line,Kirti Nagar,Madipur,19:45,19:55,10,5,Every 5 min,On Time,1,Down,6,Full AC
DMT-V015,Violet Line,ITO,Sarai,06:55,07:52,57,19,Every 5 min,On Time,4,Up,8,Full AC
DMT-B025,Blue Line,Karol Bagh,Pragati Maidan,20:25,20:37,12,4,Every 5 min,On Time,2,Up,8,Full AC
DMT-R025,Red Line,Rohini West,Kashmere Gate,23:35,23:59,24,12,Every 3 min,On Time,3,Up,8,Full AC
DMT-Y025,Yellow Line,Samaypur Badli,Haiderpur Badli Mor,09:55,09:59,4,2,Every 5 min,On Time,4,Down,6,Non-AC
DMT-R023,Red Line,Pratap Nagar,Shahdara,14:50,15:11,21,7,Every 7 min,On Time,2,Down,8,Full AC
DMT-R002,Red Line,Rohini West,Netaji Subhash Place,15:30,15:42,12,4,Every 7 min,On Time,2,Down,8,Full AC
DMT-V003,Violet Line,ITO,Raja Nahar Singh,06:25,07:21,56,28,Every 10 min,Delayed,4,Up,4,Full AC
DMT-Y022,Yellow Line,Vidhan Sabha,AIIMS,06:40,07:06,26,13,Every 7 min,On Time,2,Up,4,Non-AC
DMT-B022,Blue Line,Janakpuri West,Noida Sector 16,17:25,18:07,42,14,Every 7 min,On Time,3,Down,4,Full AC
DMT-Y014,Yellow Line,Haiderpur Badli Mor,Vishwavidyalaya,10:25,10:37,12,6,Every 7 min,Running,1,Down,4,Full AC
DMT-G006,Green Line,Punjabi Bagh,Paschim Vihar East,05:05,05:11,6,3,Every 15 min,On Time,3,Up,6,Full AC
DMT-B005,Blue Line,Rajendra Place,Indraprastha,09:05,09:23,18,6,Every 3 min,On Time,1,Up,6,Full AC
DMT-Y012,Yellow Line,Patel Chowk,MG Road,13:35,14:29,54,18,Every 10 min,On Time,4,Up,8,Non-AC
DMT-Y016,Yellow Line,Vidhan Sabha,AIIMS,14:50,15:29,39,13,Every 5 min,On Time,4,Down,6,Full AC
DMT-R006,Red Line,Rohini West,Pratap Nagar,18:30,18:48,18,9,Every 5 min,On Time,2,Up,6,Non-AC
DMT-R021,Red Line,Keshav Puram,Shastri Park,22:05,22:29,24,8,Every 5 min,On Time,4,Down,4,Full AC
DMT-Y010,Yellow Line,Guru Dronacharya,IFFCO Chowk,18:35,18:41,6,3,Every 3 min,Running,4,Down,8,Full AC
DMT-B019,Blue Line,Ramesh Nagar,Pragati Maidan,07:35,07:47,12,6,Every 5 min,Delayed,3,Up,8,Non-AC
DMT-V017,Violet Line,Harkesh Nagar Okhla,NHPC Chowk,18:15,18:36,21,7,Every 3 min,Delayed,1,Down,6,Full AC
DMT-B021,Blue Line,Dwarka Sector 8,Dwarka,20:10,20:12,2,1,Every 7 min,Delayed,1,Up,4,Non-AC
DMT-B021,Blue Line,Moti Nagar,Rajendra Place,21:55,22:01,6,2,Every 5 min,Delayed,2,Up,4,Full AC
DMT-Y015,Yellow Line,Chhattarpur,Ghitorni,16:25,16:31,6,2,Every 5 min,On Time,1,Down,6,Full AC
DMT-V007,Violet Line,Kailash Colony,Mohan Estate,13:50,14:04,14,7,Every 7 min,On Time,2,Down,6,Full AC
DMT-Y023,Yellow Line,Kashmere Gate,Chawri Bazar,05:35,05:41,6,2,Every 10 min,Delayed,4,Down,4,Non-AC
DMT-V010,Violet Line,Jangpura,Mewala Maharajpur,05:40,06:10,30,15,Every 3 min,On Time,1,Down,6,Full AC
DMT-B004,Blue Line,Janakpuri West,Noida Sector 15,19:50,20:16,26,13,Every 15 min,On Time,1,Up,6,Full AC
DMT-V019,Violet Line,Jangpura,Moolchand,16:10,16:14,4,2,Every 5 min,On Time,4,Up,4,Full AC
DMT-G010,Green Line,Shivaji Park,Nangloi,15:20,15:34,14,7,Every 7 min,Delayed,4,Up,6,Full AC
DMT-V024,Violet Line,Lal Quila,Old Faridabad,21:05,21:59,54,27,Every 5 min,On Time,3,Down,6,Non-AC
DMT-G012,Green Line,Paschim Vihar East,Nangloi Railway Station,21:20,21:38,18,6,Every 3 min,Cancelled,1,Up,8,Full AC
DMT-V018,Violet Line,Delhi Gate,Bata Chowk,05:40,07:01,81,27,Every 7 min,On Time,3,Up,8,Full AC
DMT-R013,Red Line,Shastri Park,Shahdara,17:40,17:46,6,3,Every 5 min,Delayed,4,Up,8,Full AC
DMT-R005,Red Line,Kohat Enclave,Dilshad Garden,12:20,13:02,42,14,Every 7 min,On Time,3,Up,6,Full AC
DMT-Y010,Yellow Line,INA,Guru Dronacharya,11:00,11:33,33,11,Every 5 min,On Time,2,Down,8,Non-AC
DMT-G006,Green Line,Kirti Nagar,Udyog Nagar,23:40,23:55,27,9,Every 5 min,On Time,3,Down,8,Full AC
DMT-B004,Blue Line,Kirti Nagar,Mandi House,15:10,15:24,14,7,Every 10 min,Delayed,1,Down,6,Non-AC
DMT-Y023,Yellow Line,Jahangirpuri,AIIMS,19:25,20:22,57,19,Every 5 min,On Time,1,Down,6,Non-AC
DMT-B023,Blue Line,Barakhamba Road,Noida Sector 15,05:05,05:20,15,5,Every 5 min,Delayed,4,Up,6,Full AC
DMT-V003,Violet Line,Jama Masjid,Badarpur Border,08:20,09:00,40,20,Every 5 min,Cancelled,4,Down,8,Full AC
DMT-R022,Red Line,Rohini West,Shastri Nagar,19:20,19:44,24,8,Every 5 min,On Time,2,Down,6,Full AC
DMT-Y006,Yellow Line,Jor Bagh,Sultanpur,06:05,06:23,18,9,Every 7 min,Cancelled,2,Down,4,Full AC
DMT-G016,Green Line,Ashok Park Main,Paschim Vihar East,15:15,15:23,8,4,Every 5 min,Delayed,2,Up,8,Non-AC
DMT-V019,Violet Line,Harkesh Nagar Okhla,Old Faridabad,23:00,23:22,22,11,Every 3 min,Running,1,Up,6,Full AC
DMT-G018,Green Line,Punjabi Bagh,Paschim Vihar West,12:30,12:42,12,4,Every 5 min,On Time,3,Down,6,Full AC
DMT-Y009,Yellow Line,Chawri Bazar,New Delhi,13:40,13:43,3,1,Every 10 min,Running,1,Up,8,Full AC
DMT-R006,Red Line,Kohat Enclave,Netaji Subhash Place,20:35,20:37,2,1,Every 7 min,On Time,4,Up,6,Non-AC
DMT-R024,Red Line,Kanhaiya Nagar,Seelampur,07:20,07:36,16,8,Every 5 min,On Time,1,Up,6,Non-AC
DMT-G020,Green Line,Shivaji Park,Madipur,19:30,19:32,2,1,Every 3 min,Running,2,Up,4,Full AC
DMT-R013,Red Line,Pratap Nagar,Welcome,15:10,15:28,18,6,Every 5 min,Delayed,3,Up,6,Full AC
DMT-B012,Blue Line,Dwarka Sector 21,Rajendra Place,22:15,22:33,18,9,Every 5 min,On Time,3,Down,6,Full AC
DMT-Y004,Yellow Line,Haiderpur Badli Mor,Sikanderpur,20:50,22:23,93,31,Every 7 min,On Time,3,Down,4,Full AC
DMT-R024,Red Line,Kanhaiya Nagar,Pulbangash,22:20,22:32,12,4,Every 5 min,On Time,3,Up,8,Full AC
DMT-B004,Blue Line,Moti Nagar,Barakhamba Road,08:05,08:20,15,5,Every 10 min,On Time,4,Up,4,Full AC
DMT-R020,Red Line,Rithala,Keshav Puram,19:30,19:42,12,6,Every 15 min,On Time,4,Up,6,Non-AC
DMT-G019,Green Line,Paschim Vihar East,Nangloi,10:00,10:10,10,5,Every 5 min,On Time,4,Up,4,Full AC
DMT-B021,Blue Line,Rajendra Place,Karol Bagh,22:35,22:38,3,1,Every 15 min,Delayed,4,Down,8,Full AC
DMT-V005,Violet Line,Jama Masjid,Sector 28,19:00,19:48,48,24,Every 3 min,On Time,1,Up,8,Full AC
DMT-R007,Red Line,Shastri Nagar,Kashmere Gate,09:20,09:32,12,4,Every 5 min,On Time,3,Down,6,Full AC
DMT-R007,Red Line,Rohini East,Kohat Enclave,07:00,07:06,6,2,Every 7 min,Cancelled,4,Down,8,Non-AC
DMT-Y002,Yellow Line,Jahangirpuri,GTB Nagar,05:50,05:58,8,4,Every 15 min,On Time,3,Up,6,Non-AC
DMT-G012,Green Line,Ashok Park Main,Mundka,06:15,06:39,24,12,Every 3 min,On Time,1,Down,8,Full AC
DMT-G015,Green Line,Nangloi Railway Station,Mundka,08:15,08:21,6,2,Every 3 min,On Time,3,Down,6,Full AC
DMT-B017,Blue Line,Rajendra Place,Barakhamba Road,12:10,12:16,6,3,Every 3 min,On Time,3,Up,6,Non-AC
DMT-G001,Green Line,Satguru Ram Singh Marg,Udyog Nagar,12:30,12:54,24,8,Every 5 min,Running,2,Down,6,Full AC
DMT-G013,Green Line,Ashok Park Main,Rajdhani Park,12:40,13:13,33,11,Every 7 min,Running,2,Up,8,Full AC
DMT-Y016,Yellow Line,Samaypur Badli,AIIMS,07:25,08:09,44,22,Every 5 min,Delayed,3,Up,6,Non-AC
DMT-Y023,Yellow Line,Model Town,Arjan Garh,21:00,22:15,75,25,Every 7 min,On Time,2,Up,4,Full AC
DMT-Y005,Yellow Line,Central Secretariat,IFFCO Chowk,16:10,17:04,54,18,Every 15 min,On Time,3,Down,6,Full AC
DMT-R021,Red Line,Kashmere Gate,Shahdara,15:00,15:12,12,4,Every 5 min,On Time,2,Down,4,Full AC
DMT-G016,Green Line,Punjabi Bagh,Paschim Vihar West,22:15,22:23,8,4,Every 5 min,On Time,3,Up,8,Full AC
DMT-Y013,Yellow Line,Patel Chowk,Jor Bagh,12:10,12:22,12,4,Every 5 min,On Time,1,Down,8,Full AC
DMT-B020,Blue Line,Uttam Nagar East,Pragati Maidan,16:30,16:52,22,11,Every 5 min,On Time,4,Down,4,Full AC
DMT-Y014,Yellow Line,Haiderpur Badli Mor,Jor Bagh,21:10,21:46,36,18,Every 7 min,On Time,4,Up,4,Full AC
DMT-R011,Red Line,Shastri Nagar,Dilshad Garden,17:35,18:02,27,9,Every 5 min,On Time,1,Down,4,Full AC
DMT-G017,Green Line,Paschim Vihar West,Rajdhani Park,15:55,16:13,18,6,Every 15 min,On Time,4,Up,4,Full AC
DMT-Y013,Yellow Line,Samaypur Badli,Ghitorni,20:30,22:00,90,30,Every 15 min,On Time,4,Up,6,Full AC
DMT-B007,Blue Line,Janakpuri West,Moti Nagar,23:00,23:09,9,3,Every 3 min,On Time,3,Down,8,Non-AC
DMT-Y019,Yellow Line,MG Road,IFFCO Chowk,15:55,15:58,3,1,Every 7 min,On Time,3,Down,4,Full AC
DMT-G015,Green Line,Ashok Park Main,Paschim Vihar West,11:40,11:50,10,5,Every 10 min,On Time,3,Up,8,Full AC
DMT-G023,Green Line,Paschim Vihar West,Nangloi,14:10,14:22,12,4,Every 10 min,Delayed,4,Up,6,Non-AC
DMT-B025,Blue Line,Dwarka,Mandi House,11:55,12:17,22,11,Every 10 min,On Time,2,Up,4,Non-AC
DMT-B002,Blue Line,Uttam Nagar East,Moti Nagar,12:40,12:48,8,4,Every 7 min,On Time,2,Up,8,Full AC
DMT-V007,Violet Line,Jama Masjid,Badarpur Border,06:15,07:15,60,20,Every 10 min,On Time,4,Up,6,Full AC
DMT-G023,Green Line,Paschim Vihar East,Mundka,09:30,09:46,16,8,Every 5 min,On Time,1,Up,4,Full AC
DMT-R002,Red Line,Rohini West,Pitampura,08:20,08:24,4,2,Every 5 min,On Time,3,Down,6,Non-AC
DMT-G008,Green Line,Nangloi,Nangloi Railway Station,21:10,21:12,2,1,Every 3 min,On Time,3,Down,8,Full AC
